#name	value	
D00174	32103_at	
AF321916	1577_at	
AF321916	1578_g_at	
AF321917	1577_at	
AF321917	1578_g_at	
M73069	1577_at	
M73069	1578_g_at	
AF162704	1577_at	
AF162704	1578_g_at	
BC035587	34034_at	
BC016649	188_at	
BC016649	2076_s_at	
BC016649	39721_at	
AF087142	36807_at	
AF040628	37139_at	
AF040628	37140_s_at	
BC004137	34391_at	
BT006736	34391_at	
BC012096	39645_r_at	
AF033105	39645_r_at	
AB033058	41453_at	
X93996	36238_at	
AF117755	40998_at	
AB102668	40998_at	
AJ306428	40998_at	
BC022426	39598_at	
U02493	38527_at	
BC010049	38527_at	
L32558	38527_at	
D90359	112_g_at	
D90359	154_at	
D90359	37491_at	
AJ555148	112_g_at	
AJ555148	154_at	
AJ555148	37491_at	
AJ555149	112_g_at	
AJ555149	154_at	
AJ555149	37491_at	
AJ549248	112_g_at	
AJ549248	154_at	
AJ549248	37491_at	
AJ549249	112_g_at	
AJ549249	154_at	
AJ549249	37491_at	
AJ549250	112_g_at	
AJ549250	154_at	
AJ549250	37491_at	
AJ549247	37491_at	
AL833085	38614_s_at	
AL833085	39507_at	
AK026724	39507_at	
BC014434	38614_s_at	
BC014434	39507_at	
AL050366	38614_s_at	
AL050366	39507_at	
AF223393	38614_s_at	
AF223393	39507_at	
BC005234	41616_at	
U05315	36590_at	
AB085789	36590_at	
BC018386	36687_at	
BT009767	36687_at	
L06133	36523_at	
AB117973	36523_at	
AB062432	31488_s_at	
AB062432	37677_at	
L00160	31488_s_at	
L00160	37677_at	
S81916	31488_s_at	
S81916	37677_at	
U90322	36268_at	
BC051875	358_at	
BC051875	36413_at	
BC016709	39714_at	
X82324	32912_at	
BC058019	365_at	
Z22780	365_at	
BC006349	32976_s_at	
X56465	32976_s_at	
AB051474	36700_at	
AK023057	36700_at	
AL831868	36700_at	
AJ276804	36367_at	
AF277053	36367_at	
AF332218	36367_at	
AF332219	36367_at	
AB026187	36367_at	
AF217288	36367_at	
Y15909	34262_at	
Y15909	34263_s_at	
AF393649	37805_at	
BC017712	40334_at	
BT009778	40334_at	
BC033135	40334_at	
X97249	32987_at	
BC012462	32987_at	
U43519	31915_at	
BC031015	41152_f_at	
U01923	41131_f_at	
U01923	41132_r_at	
BC032236	41580_at	
AL050285	41580_at	
AB007903	37446_at	
AY044233	37446_at	
BC015794	40916_at	
AF314542	32251_at	
AF271783	32251_at	
M99701	38317_at	
M54927	41158_at	
NM_005377	1155_at	
BC001605	36489_at	
BC001605	36490_s_at	
Y18880	41655_at	
BC061696	37957_at	
BC041862	37957_at	
AJ320509	37957_at	
AK054927	37957_at	
AK023289	35136_at	
M96956	40386_r_at	
AB102659	33073_at	
AB102659	33074_g_at	
AB102659	33075_at	
AF068864	33073_at	
AF068864	33074_g_at	
AF068864	33075_at	
AK026671	38490_r_at	
U49516	33550_at	
U49516	33551_s_at	
AY114104	33550_at	
AY114104	33551_s_at	
BC056898	34793_s_at	
BC056898	34794_r_at	
M22299	34793_s_at	
M22299	34794_r_at	
BC008588	34793_s_at	
BC008588	34794_r_at	
U16957	33496_at	
Y10659	35797_at	
Y10659	359_at	
U81380	35797_at	
U81380	359_at	
AK123515	35797_at	
AK123515	359_at	
BC034238	38802_at	
BC056160	37740_r_at	
M74524	890_at	
BC000266	36169_at	
BC042753	40178_at	
AL833856	40178_at	
BC050732	31690_at	
BC050732	31691_g_at	
BC050732	37341_at	
BC005111	31690_at	
BC005111	31691_g_at	
BC005111	37341_at	
X82068	35048_at	
X82068	35049_g_at	
X82068	35050_at	
NM_000828	35048_at	
NM_000828	35049_g_at	
NM_000828	35050_at	
NM_007325	35048_at	
NM_007325	35049_g_at	
NM_007325	35050_at	
NM_181894	35048_at	
NM_181894	35049_g_at	
NM_181894	35050_at	
U45880	1646_at	
BX640970	34709_r_at	
AL831939	34709_r_at	
AL023657	31945_s_at	
AL023657	38147_at	
M88162	34169_s_at	
M88162	41227_at	
U57627	34169_s_at	
U57627	41227_at	
BC025253	34169_s_at	
BC025253	41227_at	
S62084	34169_s_at	
S62084	41227_at	
BC018003	34169_s_at	
BC018003	41227_at	
U90724	40037_at	
BC051881	40296_at	
D14889	1201_at	
D14889	1202_g_at	
BT007038	1201_at	
BT007038	1202_g_at	
AF078544	33729_at	
AL050405	36527_at	
AF151837	36527_at	
AF078865	36527_at	
BC000578	37640_at	
S53162	37640_at	
BC002385	33856_at	
AB074255	36542_at	
BC049169	36542_at	
D87743	36542_at	
BC010998	32542_at	
AF063002	32542_at	
AF220153	32542_at	
L08893	35128_at	
BC009896	32695_at	
BC000045	38249_at	
X67878	33945_at	
S66178	33945_at	
AF028706	35082_at	
M11309	35556_at	
AF056334	34932_at	
Y08902	34444_at	
S65791	37994_at	
S65791	37995_s_at	
BC038998	37994_at	
BC038998	37995_s_at	
U48436	40009_at	
U48436	40010_s_at	
U48436	40011_s_at	
AB102644	40009_at	
AB102644	40010_s_at	
AB102644	40011_s_at	
AY074889	38372_at	
AY074889	38373_g_at	
BC002351	34577_at	
AY310325	34577_at	
BC002455	34576_at	
U46023	38916_at	
AK125184	38916_at	
BC030779	36920_at	
BC032947	34654_at	
AF057354	34654_at	
AK055513	34654_at	
BC011250	34654_at	
BX537505	33714_at	
Y10043	33714_at	
L05085	33714_at	
U52219	31406_at	
AY114101	31406_at	
AY114102	31406_at	
BC017723	36302_f_at	
BC041599	31599_f_at	
BC041599	33517_f_at	
NM_005361	33518_f_at	
NM_175742	33518_f_at	
NM_175743	33518_f_at	
BC013098	33518_f_at	
BC007816	36500_at	
Y09538	32139_at	
BX640940	32139_at	
BX537525	32139_at	
AK095258	32139_at	
AK092954	38126_at	
BC004244	38126_at	
U57971	32456_s_at	
Y08302	1443_at	
Y08302	40186_at	
BC042166	1443_at	
BC042166	40186_at	
U87167	1443_at	
U87167	40186_at	
L31409	33642_s_at	
L31409	40926_at	
U17986	33642_s_at	
U17986	40926_at	
BC025358	33603_at	
Z21876	33603_at	
AY421736	33603_at	
AY421738	33603_at	
AF149019	39214_at	
AB033032	39214_at	
AF027406	37133_at	
BC003371	38635_at	
BT007192	38635_at	
Z11687	667_at	
AF101728	667_at	
BC008203	34292_at	
BC025382	37120_at	
X91817	37120_at	
BC000738	35239_at	
AK027197	2016_s_at	
BC003358	2016_s_at	
X92762	37278_at	
BC005062	37278_at	
BC011515	37278_at	
AY231461	37278_at	
AY231462	37278_at	
AY231463	37278_at	
AY258036	37278_at	
AY258037	37278_at	
AY258038	37278_at	
AY258039	37278_at	
AK075284	35770_at	
AK090462	35770_at	
AL136851	35770_at	
D16469	35770_at	
BC012201	36152_at	
BC000028	38599_s_at	
BC015499	38599_s_at	
X87852	35438_at	
AY114157	36004_at	
BC012114	36004_at	
NM_139250	33636_at	
NM_139250	33637_g_at	
AF038567	33636_at	
AF038567	33637_g_at	
AJ275978	33636_at	
AJ275978	33637_g_at	
BC009928	34829_at	
U96759	171_at	
Y17394	171_at	
BC056141	34753_at	
AJ549301	34753_at	
AJ295938	34753_at	
M84747	629_at	
BC051337	629_at	
BC008737	40435_at	
BC008737	40436_g_at	
BC002508	36554_at	
BC002508	36553_at	
AB018328	39168_at	
X83572	41568_at	
AF160499	41568_at	
X83573	40376_at	
AF245505	36861_at	
AL049946	36861_at	
X85545	160026_at	
M86934	37709_at	
U03886	35173_at	
M97252	33158_at	
Z48804	36778_at	
AF041210	34296_at	
AF022212	32462_s_at	
AF022212	32463_at	
AK095657	37251_s_at	
AF016004	37251_s_at	
BC047295	37251_s_at	
AK000643	38876_at	
BC001244	38876_at	
AY337578	38876_at	
BC038236	39993_at	
S61523	39993_at	
BC027948	1958_at	
BC002517	35724_at	
AF251295	41549_s_at	
BX537780	41549_s_at	
AF087876	41549_s_at	
BT006738	41549_s_at	
U35143	41515_at	
Y18004	38518_at	
BC040497	38518_at	
BC051913	38518_at	
AL833937	38518_at	
AF014459	34465_at	
BC014036	36480_at	
X81892	38853_at	
AF538954	38853_at	
AF539455	38853_at	
AF539456	38853_at	
AY143364	38853_at	
AY143365	38853_at	
AY143366	38853_at	
AY143367	38853_at	
AY148343	38853_at	
AK090402	38853_at	
BC000793	34278_at	
BC000793	34813_at	
BC000793	663_at	
BT007064	34278_at	
BT007064	663_at	
U08316	33229_at	
U08316	865_at	
AB102662	33229_at	
AB102662	865_at	
BC045634	35550_at	
BC045634	35551_g_at	
BC045634	35552_at	
AF148464	35550_at	
AF148464	35551_g_at	
AF148464	35552_at	
S74720	39970_at	
M18533	40488_at	
BC028720	40488_at	
X14298	40488_at	
M92650	40488_at	
S38776	40488_at	
S42206	40488_at	
S62617	40488_at	
S60091	40488_at	
M63073	40488_at	
S71486	40488_at	
M63075	40488_at	
BC009242	40488_at	
BC039242	37958_at	
BC000968	36921_at	
BC020684	31855_at	
AJ238395	38164_at	
BC031624	38164_at	
AF304448	33344_at	
AF035582	31854_at	
AF035582	36414_s_at	
AB039327	31854_at	
AB039327	36414_s_at	
AF262405	31854_at	
AF262405	36414_s_at	
AB044137	31735_at	
M69177	37628_at	
X65882	39623_at	
AF298591	40248_at	
BC015023	32936_at	
NM_006950	32923_r_at	
NM_133499	32923_r_at	
BC015756	39997_at	
AK093966	1781_at	
AK093966	33275_at	
BC056150	1781_at	
BC056150	33275_at	
BC048296	1781_at	
BC048296	33275_at	
BC016640	31462_f_at	
U90840	33655_f_at	
BC005904	33655_f_at	
AF034790	33713_at	
BC029446	33713_at	
D84454	34229_s_at	
D84454	34230_r_at	
AK090730	34229_s_at	
AK090730	34230_r_at	
BC035747	34229_s_at	
BC035747	34230_r_at	
BC018111	1633_g_at	
BC018111	1652_at	
BC045659	40021_at	
X96717	34669_at	
BC021213	34318_at	
AJ005897	33350_s_at	
BC009027	33350_s_at	
U66359	41102_at	
BC003148	41102_at	
BC016856	36418_at	
BT007423	36418_at	
X06389	37182_at	
AF201304	35584_s_at	
AF067227	35584_s_at	
AJ224874	35584_s_at	
BC004861	32997_at	
Y15195	37087_at	
AF072756	37087_at	
BC047751	33268_at	
L25270	33268_at	
BC054499	33268_at	
AB011094	34923_at	
D80000	32849_at	
BX640922	32849_at	
AF176781	32849_at	
BC008708	40778_at	
AB002310	34372_at	
AB002310	34373_at	
AB002310	34374_g_at	
AF161390	34372_at	
AF161390	34373_at	
AF161390	34374_g_at	
AL162050	34372_at	
AL162050	34373_at	
AL162050	34374_g_at	
AB071605	34372_at	
AB071605	34373_at	
AB071605	34374_g_at	
BC002602	34372_at	
BC002602	34373_at	
BC002602	34374_g_at	
BC053861	41399_at	
AB029034	41399_at	
AK021696	41399_at	
AF091081	41399_at	
U11690	38200_at	
X52638	33980_at	
X60364	37285_at	
AF130113	37285_at	
BC030230	37285_at	
BC000044	40680_at	
Y09858	40680_at	
BC059356	36373_at	
L14787	36373_at	
AB007884	35288_at	
AK074087	38260_at	
BC018610	38260_at	
BC014545	38260_at	
AJ132502	37976_at	
AY358341	37976_at	
AJ001189	39413_at	
BC059393	39413_at	
BC014972	1506_at	
X95808	41046_s_at	
BC013009	41046_s_at	
AF469635	34077_at	
BC034403	34077_at	
BC000472	34643_at	
BC007308	34643_at	
BC004240	35976_at	
X73874	39291_at	
AK123357	39291_at	
BX537833	41681_at	
AF133659	41681_at	
BT009918	41681_at	
U72936	39146_at	
U72936	39147_g_at	
U72936	39148_s_at	
U72936	818_s_at	
BT007188	39146_at	
BT007188	39147_g_at	
BT007188	818_s_at	
BC002521	39146_at	
BC002521	39147_g_at	
BC002521	818_s_at	
BC040437	40775_at	
AK095883	32867_at	
X78121	32867_at	
D50370	743_at	
AF043906	39361_f_at	
AF043906	39362_r_at	
BT006977	39361_f_at	
BT006977	39362_r_at	
AF127763	32972_at	
AF127763	32973_s_at	
AJ438989	32972_at	
AJ438989	32973_s_at	
BC005236	39882_at	
BC015093	39882_at	
X58957	38213_at	
AF153364	38213_at	
AF153764	38213_at	
AF153763	38213_at	
AF153755	38213_at	
D00039	36833_at	
BC002689	36833_at	
BC007677	38440_s_at	
BC012541	36057_at	
BC000183	36491_at	
AF132748	33477_at	
BC056899	40861_at	
AB050778	40861_at	
M14091	37207_at	
AB025432	36629_at	
AB025432	36630_at	
AK092645	36629_at	
AK092645	36630_at	
BC018148	36629_at	
BC018148	36630_at	
D83197	37350_at	
AY057056	37350_at	
D21337	39939_at	
D21337	779_at	
BC005305	39939_at	
BC005305	779_at	
L37378	39874_at	
AF030555	38099_r_at	
AJ007014	32940_at	
BC002909	37630_at	
BC000730	40475_at	
AJ003112	34382_at	
AF286598	38286_at	
BC020739	1016_s_at	
AJ011812	37501_at	
AF397023	38826_at	
AF397023	37774_at	
AF397023	37775_at	
AY034177	38826_at	
D50918	38826_at	
AF512946	38826_at	
AF512945	38826_at	
AF512943	38826_at	
AF512944	38826_at	
BC001019	41135_at	
X98253	36565_at	
U36336	38402_at	
U36336	38403_at	
AB014595	40141_at	
BX537787	40141_at	
BC036216	40141_at	
AF212995	40141_at	
AF441770	32124_at	
AF441770	32125_at	
AF100772	39273_at	
M88163	40213_at	
BC051825	40213_at	
BC017194	31845_at	
AL049703	32212_at	
AF207881	32042_at	
AB002362	34238_at	
AL137369	34238_at	
AB058894	34238_at	
AY298955	34133_at	
AF030186	36508_at	
Z37987	39350_at	
AL831984	35222_at	
S67970	35222_at	
BC033768	37543_at	
BC039856	37543_at	
BC043505	37543_at	
BC006550	39731_at	
AK096015	39731_at	
BC012347	36232_at	
BC012347	468_at	
AL117234	1806_at	
AL117234	1807_g_at	
X71137	40531_at	
M16965	40977_f_at	
M16965	40978_s_at	
BC003104	39967_at	
M58342	39450_s_at	
M58342	39451_i_at	
M58342	40592_at	
M58342	40814_at	
M58342	40815_g_at	
BC006170	39450_s_at	
BC006170	39451_i_at	
BC006170	40592_at	
BC006170	40814_at	
BC006170	40815_g_at	
AF050145	39450_s_at	
AF050145	39451_i_at	
AF050145	40592_at	
AF050145	40814_at	
AF050145	40815_g_at	
AK127849	34574_at	
BC004479	34574_at	
Y09765	34280_at	
BC059376	34280_at	
NM_021049	34575_f_at	
BC004105	35491_at	
BC028629	31726_at	
BC003408	31480_f_at	
BT007108	31480_f_at	
BC005963	31599_f_at	
BC005963	33517_f_at	
BC013873	38410_at	
BT007256	38410_at	
AY148486	32426_f_at	
BT009789	32426_f_at	
AF463515	32426_f_at	
AF319571	41838_at	
AF319573	41838_at	
BC008141	41838_at	
AK125219	41838_at	
AL122036	41838_at	
X81817	41724_at	
NM_005745	41724_at	
U69268	36574_at	
U69269	36574_at	
M77640	38551_at	
AB102653	38551_at	
X78817	39649_at	
BC052303	39649_at	
BC000308	31873_at	
BC015558	31783_at	
L20010	37910_at	
BC014963	1100_at	
L76191	1100_at	
BC054000	1100_at	
AF346607	1100_at	
AF158180	34355_at	
BC031833	34355_at	
BX538060	34355_at	
BC026183	31715_at	
AK074048	32749_s_at	
AK074048	32750_r_at	
AK090427	32749_s_at	
AK090427	32750_r_at	
BC041179	32749_s_at	
BC041179	32750_r_at	
BC014654	32749_s_at	
BC014654	32750_r_at	
X53416	32749_s_at	
X53416	32750_r_at	
AK125630	32750_r_at	
BC028092	37213_at	
BC028092	37214_g_at	
X92896	40891_f_at	
BC015744	40891_f_at	
BC043346	923_at	
BC004966	40360_at	
BC002934	38043_at	
BC008912	38043_at	
X03674	38042_at	
AJ223040	34009_at	
AJ012834	34009_at	
BC002392	32207_at	
BC022513	37550_at	
M14113	37550_at	
BC002600	35686_s_at	
BC002600	35687_at	
BC002600	35688_g_at	
BT006749	35686_s_at	
BT006749	35687_at	
BT006749	35688_g_at	
BC005367	40013_at	
BC022305	40013_at	
AY191592	40013_at	
BC039693	37907_at	
AF254576	41080_at	
AF119818	31712_at	
AF119818	31713_s_at	
AB002292	34180_at	
BC040474	34180_at	
BC036809	34180_at	
AF009205	34180_at	
AB018254	36453_at	
X69089	37540_at	
BC058833	39606_at	
Z71389	32464_at	
AF082557	39430_at	
AF082557	31473_s_at	
AF082557	31474_r_at	
AF082557	31475_at	
AF082557	31476_g_at	
AJ297823	36692_at	
AJ297823	39607_at	
AL080178	39607_at	
S76617	854_at	
AF318320	34241_at	
L34357	34241_at	
X69141	34848_at	
BT006704	34848_at	
BC010370	36850_at	
BC010370	36851_g_at	
BC010370	36852_at	
U76368	38169_s_at	
U76368	40236_at	
D29990	38169_s_at	
D29990	40236_at	
AL832016	38169_s_at	
AL832016	40236_at	
U76369	38169_s_at	
U76369	40236_at	
D37965	1761_at	
L27841	36682_at	
BC000453	36682_at	
AF068293	36682_at	
AK091406	36682_at	
BC047666	38187_at	
D90042	38912_at	
AK001431	38226_at	
BC006209	38226_at	
M15856	41209_at	
BC003100	40568_at	
BC030785	40824_at	
AB018288	40824_at	
BC017445	37192_at	
BT007396	37192_at	
BC005913	38691_s_at	
U50330	39406_at	
U50330	39407_at	
AB012098	39407_at	
AF318323	39406_at	
AF318323	39407_at	
BC000516	41694_at	
BC015770	38797_at	
D31887	38797_at	
BC004864	32541_at	
S46622	32541_at	
AF037261	35675_at	
BC010146	35675_at	
BC004314	35675_at	
AB018260	36540_at	
AK098744	36540_at	
BC021569	34493_at	
AY358281	34493_at	
AF033854	34493_at	
AL833843	34871_at	
AL833843	34872_at	
BC019110	34871_at	
BC019110	34872_at	
BC004344	34871_at	
BC004344	34872_at	
AL050297	35156_at	
AJ242015	35479_at	
Y13323	34974_at	
BC058037	31435_at	
AF215824	31435_at	
BC043207	31435_at	
NM_005382	32512_at	
AF181990	32512_at	
AK130123	1383_at	
AK130123	41167_at	
BC041071	1383_at	
BC041071	41167_at	
BC009603	39436_at	
AF060922	39436_at	
AK092377	40607_at	
U97105	40607_at	
BT006944	40607_at	
BC042599	2009_at	
BC042599	33804_at	
AK128371	2009_at	
AK128371	33804_at	
L05779	41473_at	
AY335948	40730_at	
BC034758	40730_at	
AB011091	38809_s_at	
AF063605	38985_at	
AF161461	38985_at	
BC013175	34781_at	
D84110	1276_g_at	
D84110	1297_at	
D84110	34162_at	
D84110	34163_g_at	
D84110	38047_at	
D84110	38048_at	
D84110	38049_g_at	
L17325	31307_at	
AK057533	1276_g_at	
AK057533	1297_at	
AK057533	34162_at	
AK057533	34163_g_at	
AK057533	38047_at	
AK057533	38048_at	
AK057533	38049_g_at	
AK124859	1276_g_at	
AK124859	1297_at	
AK124859	34162_at	
AK124859	34163_g_at	
AK124859	38048_at	
AK124859	38049_g_at	
D83767	31880_at	
AY302140	31880_at	
AF091214	38136_at	
BC006492	209_at	
BC006492	32719_at	
L41827	209_at	
L41827	32719_at	
AY207002	209_at	
AY207002	32719_at	
BC050528	37297_at	
AL442077	37798_at	
BC050611	37798_at	
AY358851	37798_at	
BC012334	40424_at	
BC012334	40545_at	
BC015936	35804_at	
AB018268	35177_at	
AK023218	35177_at	
AY072876	40841_at	
BC041391	40841_at	
AY072874	40841_at	
AY072875	40841_at	
AF049910	40841_at	
AY039239	40841_at	
AY139007	40841_at	
U41766	34761_r_at	
AF495383	34761_r_at	
AY358321	32014_at	
AJ133004	32014_at	
M34455	36804_at	
BC056257	37237_at	
D38293	37237_at	
AF080158	35960_at	
D29013	1696_at	
S69873	1696_at	
BC056870	36102_at	
U62438	35035_at	
BC037295	1499_at	
BC037295	1772_s_at	
BT009854	1499_at	
BT009854	1772_s_at	
BC017029	1499_at	
BC017029	1772_s_at	
D63480	32561_at	
AF116680	32561_at	
BC015561	32561_at	
X74794	981_at	
BC031061	981_at	
AF049140	37750_at	
AY046538	41086_at	
M16038	1402_at	
M16038	2024_s_at	
M16038	32616_at	
BC059394	1402_at	
BC059394	2024_s_at	
BC059394	32616_at	
AL080200	36380_at	
BC024294	41533_at	
U79298	41533_at	
AL831990	32059_at	
AF000652	38110_at	
BC008929	32581_at	
BC008929	623_s_at	
AF070629	32581_at	
AF070629	623_s_at	
BC052970	35290_at	
AL831816	35290_at	
BC036116	32679_at	
BX537854	32679_at	
D13634	32679_at	
BC013043	36858_at	
AF545571	35832_at	
BC012997	35832_at	
AL136772	35832_at	
AF338730	31312_at	
U40705	1329_s_at	
U40705	1342_g_at	
U40705	1361_at	
U40705	32255_i_at	
U40705	32256_r_at	
U40705	32257_f_at	
U40705	32258_r_at	
BC029378	1329_s_at	
BC029378	1342_g_at	
BC029378	1361_at	
BC029378	32255_i_at	
BC029378	32256_r_at	
BC029378	32257_f_at	
BC029378	32258_r_at	
AK128828	1329_s_at	
AK128828	1342_g_at	
AK128828	1361_at	
AK128828	32255_i_at	
AK128828	32256_r_at	
AK128828	32257_f_at	
AK128828	32258_r_at	
BC020690	33956_at	
D45027	31339_at	
BC054009	41367_at	
Z49826	41367_at	
S76965	36202_at	
S76965	546_at	
AF151820	41630_at	
D50375	38800_at	
BC019385	39799_at	
BT007449	39799_at	
AF495529	41863_at	
AK123437	41863_at	
X86097	1044_s_at	
X86097	1639_s_at	
X86097	41275_at	
BC004897	37624_at	
BC011949	40095_at	
S69526	40095_at	
BC036065	40902_at	
BC036065	783_at	
BC036065	784_g_at	
BC015380	40902_at	
BC015380	783_at	
BC015380	784_g_at	
AB014536	39706_at	
AF116654	39706_at	
BC015734	39706_at	
AF027706	41384_at	
AY358813	41384_at	
AF061326	41554_at	
L26050	38104_at	
BX538174	40353_at	
AK123618	40353_at	
BC002376	37320_at	
BC004192	37320_at	
BC004502	37320_at	
J04621	39757_at	
BC020689	32764_at	
BC020689	32765_f_at	
AF119386	32764_at	
AF119386	32765_f_at	
AF107833	32764_at	
AF107833	32765_f_at	
BC045642	41334_r_at	
BC009324	41334_r_at	
AY057051	41188_at	
AY261384	41188_at	
AJ276485	41188_at	
BC010444	32239_at	
AY358895	32239_at	
AL833931	32239_at	
U69263	32239_at	
BC016394	32239_at	
AK027775	32239_at	
BC011529	38513_at	
D31765	38513_at	
AK074518	32143_at	
BC016936	32143_at	
AY223814	34192_at	
AY223815	34192_at	
AB011104	34192_at	
BC020813	34192_at	
BC018157	39766_r_at	
AF311312	36744_at	
NM_024410	36375_at	
BC010960	37948_at	
BC060836	34472_at	
AB012911	34472_at	
BC043144	38163_at	
BC043144	38162_at	
AY057120	38163_at	
AY057120	38162_at	
BC021667	31899_at	
D16845	750_at	
BC022506	38283_at	
AB002631	32292_at	
AY082381	39250_at	
M64109	34389_at	
M64108	34389_at	
BC014640	34388_at	
BC014640	34389_at	
Y11710	34388_at	
Y11711	34388_at	
BC042145	41503_at	
AK056434	41044_at	
AK094612	41044_at	
BC027237	41044_at	
BC030520	33761_s_at	
BC030520	33762_r_at	
AK074370	33761_s_at	
AK074370	33762_r_at	
AF064801	35212_at	
D78130	35839_at	
AF250310	35597_at	
AJ000480	35597_at	
AF268618	39626_s_at	
M13930	1827_s_at	
M13930	1973_s_at	
M13930	37724_at	
BC000141	1827_s_at	
BC000141	1973_s_at	
BC000141	37724_at	
S70386	1827_s_at	
S70386	1973_s_at	
S70386	37724_at	
X66258	1973_s_at	
X66258	37724_at	
D63477	38472_at	
U93033	39042_at	
S40807	39042_at	
AF100779	32359_at	
AF051321	31786_at	
